,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
23215,FJI,Fiji,Time required to register property (days),Total,2006,68,DB,IBRD,East Asia & Pacific
23217,FRA,France,Enforcing Contracts,Total,2006,390,DB,..,Europe & Central Asia
23218,FRA,France,Enforcing Contracts Cost % of claim,Total,2006,17.4,DB,..,Europe & Central Asia
23227,FRA,France,Registering Property: Procedures,Total,2006,9,DB,..,Europe & Central Asia
23229,FRA,France,Rule of Law,Estimate,2006,1.47,WDI,..,Europe & Central Asia
23231,FRA,France,Time required to register property (days),Total,2006,182,DB,..,Europe & Central Asia
23236,FSM,"Micronesia, Fed. Sts.",Enforcing Contracts,Total,2006,885,DB,IDA,East Asia & Pacific
23237,FSM,"Micronesia, Fed. Sts.",Enforcing Contracts Cost % of claim,Total,2006,66,DB,IDA,East Asia & Pacific
23241,FSM,"Micronesia, Fed. Sts.",Rule of Law,Estimate,2006,0.68,WDI,IDA,East Asia & Pacific
23246,GAB,Gabon,Enforcing Contracts,Total,2006,1070,DB,IBRD,Sub-Saharan Africa
23247,GAB,Gabon,Enforcing Contracts Cost % of claim,Total,2006,34.3,DB,IBRD,Sub-Saharan Africa
23253,GAB,Gabon,Registering Property: Procedures,Total,2006,6,DB,IBRD,Sub-Saharan Africa
23255,GAB,Gabon,Rule of Law,Estimate,2006,-0.74,WDI,IBRD,Sub-Saharan Africa
23256,GAB,Gabon,Time required to register property (days),Total,2006,58,DB,IBRD,Sub-Saharan Africa
23258,GBR,United Kingdom,Enforcing Contracts,Total,2006,404,DB,..,Europe & Central Asia
23259,GBR,United Kingdom,Enforcing Contracts Cost % of claim,Total,2006,41.7,DB,..,Europe & Central Asia
23268,GBR,United Kingdom,Registering Property: Procedures,Total,2006,6,DB,..,Europe & Central Asia
23270,GBR,United Kingdom,Rule of Law,Estimate,2006,1.79,WDI,..,Europe & Central Asia
23272,GBR,United Kingdom,Time required to register property (days),Total,2006,41.5,DB,..,Europe & Central Asia
23278,GEO,Georgia,Enforcing Contracts,Total,2006,285,DB,IBRD,Europe & Central Asia
23279,GEO,Georgia,Enforcing Contracts Cost % of claim,Total,2006,29.9,DB,IBRD,Europe & Central Asia
23288,GEO,Georgia,Registering Property: Procedures,Total,2006,6,DB,IBRD,Europe & Central Asia
23290,GEO,Georgia,Rule of Law,Estimate,2006,-0.46,WDI,IBRD,Europe & Central Asia
23292,GEO,Georgia,Time required to register property (days),Total,2006,8,DB,IBRD,Europe & Central Asia
23298,GHA,Ghana,Enforcing Contracts,Total,2006,552,DB,IDA,Sub-Saharan Africa
23299,GHA,Ghana,Enforcing Contracts Cost % of claim,Total,2006,23,DB,IDA,Sub-Saharan Africa
23308,GHA,Ghana,Registering Property: Procedures,Total,2006,7,DB,IDA,Sub-Saharan Africa
23310,GHA,Ghana,Rule of Law,Estimate,2006,0.05,WDI,IDA,Sub-Saharan Africa
23312,GHA,Ghana,Time required to register property (days),Total,2006,182,DB,IDA,Sub-Saharan Africa
23313,GIN,Guinea,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,2.1,ES,IDA,Sub-Saharan Africa
23315,GIN,Guinea,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,1.7,ES,IDA,Sub-Saharan Africa
23316,GIN,Guinea,Crime / Percent of firms paying for security,Total,2006,40.5,ES,IDA,Sub-Saharan Africa
23317,GIN,Guinea,Enforcing Contracts,Total,2006,276,DB,IDA,Sub-Saharan Africa
23318,GIN,Guinea,Enforcing Contracts Cost % of claim,Total,2006,45,DB,IDA,Sub-Saharan Africa
23324,GIN,Guinea,Registering Property: Procedures,Total,2006,6,DB,IDA,Sub-Saharan Africa
23326,GIN,Guinea,Rule of Law,Estimate,2006,-1.4,WDI,IDA,Sub-Saharan Africa
23327,GIN,Guinea,Time required to register property (days),Total,2006,59,DB,IDA,Sub-Saharan Africa
23328,GMB,"Gambia, The",Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,4.6,ES,IDA,Sub-Saharan Africa
23329,GMB,"Gambia, The",Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2006,30.8,ES,IDA,Sub-Saharan Africa
23330,GMB,"Gambia, The",Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,2.4,ES,IDA,Sub-Saharan Africa
23331,GMB,"Gambia, The",Crime / Percent of firms paying for security,Total,2006,71.5,ES,IDA,Sub-Saharan Africa
23332,GMB,"Gambia, The",Enforcing Contracts,Total,2006,434,DB,IDA,Sub-Saharan Africa
23333,GMB,"Gambia, The",Enforcing Contracts Cost % of claim,Total,2006,37.9,DB,IDA,Sub-Saharan Africa
23339,GMB,"Gambia, The",Registering Property: Procedures,Total,2006,5,DB,IDA,Sub-Saharan Africa
23341,GMB,"Gambia, The",Rule of Law,Estimate,2006,-0.36,WDI,IDA,Sub-Saharan Africa
23342,GMB,"Gambia, The",Time required to register property (days),Total,2006,66,DB,IDA,Sub-Saharan Africa
23343,GNB,Guinea-Bissau,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,25.2,ES,IDA,Sub-Saharan Africa
23344,GNB,Guinea-Bissau,Crime / Percent of firms experiencing losses due to theft and vandalism,Total,2006,35.3,ES,IDA,Sub-Saharan Africa
23345,GNB,Guinea-Bissau,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,0.7,ES,IDA,Sub-Saharan Africa
23346,GNB,Guinea-Bissau,Crime / Percent of firms paying for security,Total,2006,56.3,ES,IDA,Sub-Saharan Africa
23347,GNB,Guinea-Bissau,Enforcing Contracts,Total,2006,1785,DB,IDA,Sub-Saharan Africa
23348,GNB,Guinea-Bissau,Enforcing Contracts Cost % of claim,Total,2006,28,DB,IDA,Sub-Saharan Africa
23354,GNB,Guinea-Bissau,Registering Property: Procedures,Total,2006,5,DB,IDA,Sub-Saharan Africa
23356,GNB,Guinea-Bissau,Rule of Law,Estimate,2006,-1.25,WDI,IDA,Sub-Saharan Africa
23357,GNB,Guinea-Bissau,Time required to register property (days),Total,2006,207,DB,IDA,Sub-Saharan Africa
23358,GNQ,Equatorial Guinea,Enforcing Contracts,Total,2006,475,DB,IBRD,Sub-Saharan Africa
23359,GNQ,Equatorial Guinea,Enforcing Contracts Cost % of claim,Total,2006,18.5,DB,IBRD,Sub-Saharan Africa
23365,GNQ,Equatorial Guinea,Registering Property: Procedures,Total,2006,6,DB,IBRD,Sub-Saharan Africa
23367,GNQ,Equatorial Guinea,Rule of Law,Estimate,2006,-1.37,WDI,IBRD,Sub-Saharan Africa
23368,GNQ,Equatorial Guinea,Time required to register property (days),Total,2006,23,DB,IBRD,Sub-Saharan Africa
23370,GRC,Greece,Enforcing Contracts,Total,2006,819,DB,..,Europe & Central Asia
23371,GRC,Greece,Enforcing Contracts Cost % of claim,Total,2006,14.4,DB,..,Europe & Central Asia
23380,GRC,Greece,Registering Property: Procedures,Total,2006,11,DB,..,Europe & Central Asia
23382,GRC,Greece,Rule of Law,Estimate,2006,0.87,WDI,..,Europe & Central Asia
23384,GRC,Greece,Time required to register property (days),Total,2006,24,DB,..,Europe & Central Asia
23390,GRD,Grenada,Enforcing Contracts,Total,2006,723,DB,Blend,Latin America & Caribbean
23391,GRD,Grenada,Enforcing Contracts Cost % of claim,Total,2006,32.6,DB,Blend,Latin America & Caribbean
23399,GRD,Grenada,Registering Property: Procedures,Total,2006,8,DB,Blend,Latin America & Caribbean
23401,GRD,Grenada,Rule of Law,Estimate,2006,0.23,WDI,Blend,Latin America & Caribbean
23403,GRD,Grenada,Time required to register property (days),Total,2006,77,DB,Blend,Latin America & Caribbean
23406,GTM,Guatemala,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,7.8,ES,IBRD,Latin America & Caribbean
23408,GTM,Guatemala,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,20,ES,IBRD,Latin America & Caribbean
23409,GTM,Guatemala,Crime / Percent of firms paying for security,Total,2006,52.7,ES,IBRD,Latin America & Caribbean
23410,GTM,Guatemala,Enforcing Contracts,Total,2006,1459,DB,IBRD,Latin America & Caribbean
23411,GTM,Guatemala,Enforcing Contracts Cost % of claim,Total,2006,26.5,DB,IBRD,Latin America & Caribbean
23420,GTM,Guatemala,Registering Property: Procedures,Total,2006,7,DB,IBRD,Latin America & Caribbean
23422,GTM,Guatemala,Rule of Law,Estimate,2006,-1.09,WDI,IBRD,Latin America & Caribbean
23424,GTM,Guatemala,Time required to register property (days),Total,2006,38,DB,IBRD,Latin America & Caribbean
23425,GUM,Guam,Rule of Law,Estimate,2006,1.08,WDI,..,East Asia & Pacific
23431,GUY,Guyana,Enforcing Contracts,Total,2006,581,DB,IDA,Latin America & Caribbean
23432,GUY,Guyana,Enforcing Contracts Cost % of claim,Total,2006,25.2,DB,IDA,Latin America & Caribbean
23441,GUY,Guyana,Registering Property: Procedures,Total,2006,6,DB,IDA,Latin America & Caribbean
23443,GUY,Guyana,Rule of Law,Estimate,2006,-0.56,WDI,IDA,Latin America & Caribbean
23445,GUY,Guyana,Time required to register property (days),Total,2006,27,DB,IDA,Latin America & Caribbean
23447,HKG,"Hong Kong SAR, China",Enforcing Contracts,Total,2006,236,DB,..,East Asia & Pacific
23455,HKG,"Hong Kong SAR, China",Registering Property: Procedures,Total,2006,5,DB,..,East Asia & Pacific
23456,HKG,"Hong Kong SAR, China",Rule of Law,Estimate,2006,1.55,WDI,..,East Asia & Pacific
23458,HKG,"Hong Kong SAR, China",Time required to register property (days),Total,2006,27.5,DB,..,East Asia & Pacific
23460,HND,Honduras,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,11.9,ES,IDA,Latin America & Caribbean
23462,HND,Honduras,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,15.6,ES,IDA,Latin America & Caribbean
23463,HND,Honduras,Crime / Percent of firms paying for security,Total,2006,68.9,ES,IDA,Latin America & Caribbean
23464,HND,Honduras,Enforcing Contracts,Total,2006,900,DB,IDA,Latin America & Caribbean
23465,HND,Honduras,Enforcing Contracts Cost % of claim,Total,2006,35.2,DB,IDA,Latin America & Caribbean
23474,HND,Honduras,Registering Property: Procedures,Total,2006,6,DB,IDA,Latin America & Caribbean
23476,HND,Honduras,Rule of Law,Estimate,2006,-0.99,WDI,IDA,Latin America & Caribbean
23478,HND,Honduras,Time required to register property (days),Total,2006,35,DB,IDA,Latin America & Caribbean
23484,HRV,Croatia,Enforcing Contracts,Total,2006,561,DB,IBRD,Europe & Central Asia
23485,HRV,Croatia,Enforcing Contracts Cost % of claim,Total,2006,12.3,DB,IBRD,Europe & Central Asia
23494,HRV,Croatia,Registering Property: Procedures,Total,2006,5,DB,IBRD,Europe & Central Asia
23496,HRV,Croatia,Rule of Law,Estimate,2006,0.01,WDI,IBRD,Europe & Central Asia
23498,HRV,Croatia,Time required to register property (days),Total,2006,398,DB,IBRD,Europe & Central Asia
23499,HTI,Haiti,Enforcing Contracts,Total,2006,530,DB,IDA,Latin America & Caribbean
23500,HTI,Haiti,Enforcing Contracts Cost % of claim,Total,2006,42.6,DB,IDA,Latin America & Caribbean
23506,HTI,Haiti,Registering Property: Procedures,Total,2006,5,DB,IDA,Latin America & Caribbean
23508,HTI,Haiti,Rule of Law,Estimate,2006,-1.41,WDI,IDA,Latin America & Caribbean
23509,HTI,Haiti,Time required to register property (days),Total,2006,683,DB,IDA,Latin America & Caribbean
23515,HUN,Hungary,Enforcing Contracts,Total,2006,545,DB,..,Europe & Central Asia
23516,HUN,Hungary,Enforcing Contracts Cost % of claim,Total,2006,15,DB,..,Europe & Central Asia
23525,HUN,Hungary,Registering Property: Procedures,Total,2006,4,DB,..,Europe & Central Asia
23527,HUN,Hungary,Rule of Law,Estimate,2006,1,WDI,..,Europe & Central Asia
23529,HUN,Hungary,Time required to register property (days),Total,2006,77.5,DB,..,Europe & Central Asia
23536,IDN,Indonesia,Enforcing Contracts Cost % of claim,Total,2006,139.4,DB,IBRD,East Asia & Pacific
23546,IDN,Indonesia,Rule of Law,Estimate,2006,-0.72,WDI,IBRD,East Asia & Pacific
23552,IND,India,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,0.8,ES,IBRD,South Asia
23555,IND,India,Enforcing Contracts Cost % of claim,Total,2006,39.6,DB,IBRD,South Asia
23565,IND,India,Rule of Law,Estimate,2006,0.18,WDI,IBRD,South Asia
23568,IRL,Ireland,Enforcing Contracts,Total,2006,515,DB,..,Europe & Central Asia
23569,IRL,Ireland,Enforcing Contracts Cost % of claim,Total,2006,26.9,DB,..,Europe & Central Asia
23575,IRL,Ireland,Registering Property: Procedures,Total,2006,5,DB,..,Europe & Central Asia
23577,IRL,Ireland,Rule of Law,Estimate,2006,1.72,WDI,..,Europe & Central Asia
23578,IRL,Ireland,Time required to register property (days),Total,2006,36.5,DB,..,Europe & Central Asia
23580,IRN,"Iran, Islamic Rep.",Enforcing Contracts,Total,2006,520,DB,IBRD,Middle East & North Africa
23581,IRN,"Iran, Islamic Rep.",Enforcing Contracts Cost % of claim,Total,2006,17,DB,IBRD,Middle East & North Africa
23590,IRN,"Iran, Islamic Rep.",Registering Property: Procedures,Total,2006,7,DB,IBRD,Middle East & North Africa
23592,IRN,"Iran, Islamic Rep.",Rule of Law,Estimate,2006,-0.95,WDI,IBRD,Middle East & North Africa
23594,IRN,"Iran, Islamic Rep.",Time required to register property (days),Total,2006,12,DB,IBRD,Middle East & North Africa
23599,IRQ,Iraq,Enforcing Contracts,Total,2006,520,DB,IBRD,Middle East & North Africa
23600,IRQ,Iraq,Enforcing Contracts Cost % of claim,Total,2006,32.5,DB,IBRD,Middle East & North Africa
23605,IRQ,Iraq,Registering Property: Procedures,Total,2006,5,DB,IBRD,Middle East & North Africa
23607,IRQ,Iraq,Rule of Law,Estimate,2006,-1.68,WDI,IBRD,Middle East & North Africa
23608,IRQ,Iraq,Time required to register property (days),Total,2006,51,DB,IBRD,Middle East & North Africa
23609,ISL,Iceland,Enforcing Contracts,Total,2006,393,DB,..,Europe & Central Asia
23610,ISL,Iceland,Enforcing Contracts Cost % of claim,Total,2006,7.7,DB,..,Europe & Central Asia
23616,ISL,Iceland,Registering Property: Procedures,Total,2006,3,DB,..,Europe & Central Asia
23618,ISL,Iceland,Rule of Law,Estimate,2006,1.9,WDI,..,Europe & Central Asia
23619,ISL,Iceland,Time required to register property (days),Total,2006,4,DB,..,Europe & Central Asia
23624,ISR,Israel,Enforcing Contracts,Total,2006,890,DB,..,Middle East & North Africa
23625,ISR,Israel,Enforcing Contracts Cost % of claim,Total,2006,25.3,DB,..,Middle East & North Africa
23631,ISR,Israel,Registering Property: Procedures,Total,2006,6,DB,..,Middle East & North Africa
23633,ISR,Israel,Rule of Law,Estimate,2006,0.9,WDI,..,Middle East & North Africa
23634,ISR,Israel,Time required to register property (days),Total,2006,144,DB,..,Middle East & North Africa
23636,ITA,Italy,Enforcing Contracts,Total,2006,1210,DB,..,Europe & Central Asia
23637,ITA,Italy,Enforcing Contracts Cost % of claim,Total,2006,29.9,DB,..,Europe & Central Asia
23646,ITA,Italy,Registering Property: Procedures,Total,2006,5,DB,..,Europe & Central Asia
23648,ITA,Italy,Rule of Law,Estimate,2006,0.39,WDI,..,Europe & Central Asia
23650,ITA,Italy,Time required to register property (days),Total,2006,25,DB,..,Europe & Central Asia
23656,JAM,Jamaica,Enforcing Contracts,Total,2006,565,DB,IBRD,Latin America & Caribbean
23657,JAM,Jamaica,Enforcing Contracts Cost % of claim,Total,2006,50,DB,IBRD,Latin America & Caribbean
23666,JAM,Jamaica,Registering Property: Procedures,Total,2006,7,DB,IBRD,Latin America & Caribbean
23668,JAM,Jamaica,Rule of Law,Estimate,2006,-0.4,WDI,IBRD,Latin America & Caribbean
23670,JAM,Jamaica,Time required to register property (days),Total,2006,51,DB,IBRD,Latin America & Caribbean
23672,JOR,Jordan,Corruption / Percent of firms identifying the courts system as a major constraint,Total,2006,16.6,ES,IBRD,Middle East & North Africa
23674,JOR,Jordan,Crime / Percent of firms identifying crime theft and disorder as a major constraint,Total,2006,0.5,ES,IBRD,Middle East & North Africa
23675,JOR,Jordan,Crime / Percent of firms paying for security,Total,2006,30.3,ES,IBRD,Middle East & North Africa
23676,JOR,Jordan,Enforcing Contracts,Total,2006,689,DB,IBRD,Middle East & North Africa
23677,JOR,Jordan,Enforcing Contracts Cost % of claim,Total,2006,31.2,DB,IBRD,Middle East & North Africa
23686,JOR,Jordan,Registering Property: Procedures,Total,2006,7,DB,IBRD,Middle East & North Africa
23688,JOR,Jordan,Rule of Law,Estimate,2006,0.33,WDI,IBRD,Middle East & North Africa
23690,JOR,Jordan,Time required to register property (days),Total,2006,21,DB,IBRD,Middle East & North Africa
23693,JPN,Japan,Enforcing Contracts Cost % of claim,Total,2006,32.2,DB,..,East Asia & Pacific
23703,JPN,Japan,Rule of Law,Estimate,2006,1.36,WDI,..,East Asia & Pacific
23711,KAZ,Kazakhstan,Enforcing Contracts,Total,2006,390,DB,IBRD,Europe & Central Asia
23712,KAZ,Kazakhstan,Enforcing Contracts Cost % of claim,Total,2006,22,DB,IBRD,Europe & Central Asia
23721,KAZ,Kazakhstan,Registering Property: Procedures,Total,2006,7,DB,IBRD,Europe & Central Asia
23723,KAZ,Kazakhstan,Rule of Law,Estimate,2006,-1.02,WDI,IBRD,Europe & Central Asia
23725,KAZ,Kazakhstan,Time required to register property (days),Total,2006,52,DB,IBRD,Europe & Central Asia
23731,KEN,Kenya,Enforcing Contracts,Total,2006,465,DB,Blend,Sub-Saharan Africa
23732,KEN,Kenya,Enforcing Contracts Cost % of claim,Total,2006,28.8,DB,Blend,Sub-Saharan Africa
23741,KEN,Kenya,Registering Property: Procedures,Total,2006,9,DB,Blend,Sub-Saharan Africa
23743,KEN,Kenya,Rule of Law,Estimate,2006,-0.88,WDI,Blend,Sub-Saharan Africa
23745,KEN,Kenya,Time required to register property (days),Total,2006,72,DB,Blend,Sub-Saharan Africa
23751,KGZ,Kyrgyz Republic,Enforcing Contracts,Total,2006,260,DB,IDA,Europe & Central Asia
23752,KGZ,Kyrgyz Republic,Enforcing Contracts Cost % of claim,Total,2006,37,DB,IDA,Europe & Central Asia
23761,KGZ,Kyrgyz Republic,Registering Property: Procedures,Total,2006,6,DB,IDA,Europe & Central Asia
23763,KGZ,Kyrgyz Republic,Rule of Law,Estimate,2006,-1.31,WDI,IDA,Europe & Central Asia
23765,KGZ,Kyrgyz Republic,Time required to register property (days),Total,2006,6,DB,IDA,Europe & Central Asia
23771,KHM,Cambodia,Enforcing Contracts,Total,2006,401,DB,IDA,East Asia & Pacific
23772,KHM,Cambodia,Enforcing Contracts Cost % of claim,Total,2006,102.7,DB,IDA,East Asia & Pacific
23781,KHM,Cambodia,Registering Property: Procedures,Total,2006,7,DB,IDA,East Asia & Pacific
23783,KHM,Cambodia,Rule of Law,Estimate,2006,-1.23,WDI,IDA,East Asia & Pacific
23785,KHM,Cambodia,Time required to register property (days),Total,2006,56,DB,IDA,East Asia & Pacific
23786,KIR,Kiribati,Enforcing Contracts,Total,2006,660,DB,IDA,East Asia & Pacific
23787,KIR,Kiribati,Enforcing Contracts Cost % of claim,Total,2006,25.8,DB,IDA,East Asia & Pacific
23793,KIR,Kiribati,Registering Property: Procedures,Total,2006,5,DB,IDA,East Asia & Pacific
23795,KIR,Kiribati,Rule of Law,Estimate,2006,0.85,WDI,IDA,East Asia & Pacific
23796,KIR,Kiribati,Time required to register property (days),Total,2006,513,DB,IDA,East Asia & Pacific
23802,KNA,St. Kitts and Nevis,Enforcing Contracts,Total,2006,578,DB,IBRD,Latin America & Caribbean
23803,KNA,St. Kitts and Nevis,Enforcing Contracts Cost % of claim,Total,2006,22.3,DB,IBRD,Latin America & Caribbean
23811,KNA,St. Kitts and Nevis,Registering Property: Procedures,Total,2006,6,DB,IBRD,Latin America & Caribbean
23813,KNA,St. Kitts and Nevis,Rule of Law,Estimate,2006,0.83,WDI,IBRD,Latin America & Caribbean
23815,KNA,St. Kitts and Nevis,Time required to register property (days),Total,2006,82,DB,IBRD,Latin America & Caribbean
23817,KOR,"Korea, Rep.",Enforcing Contracts,Total,2006,230,DB,..,East Asia & Pacific
23818,KOR,"Korea, Rep.",Enforcing Contracts Cost % of claim,Total,2006,12.7,DB,..,East Asia & Pacific
